Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,TotalGoals,GoalDiff,ShotDiff,TargetDiff
2017-01-07,Real Madrid,Granada,5,0,H,4,0,H,23,3,13,1,11,12,9,1,1,4,0,0,SP1 (8),5,5,20,12
2017-01-07,Sociedad,Sevilla,0,4,A,0,2,A,11,11,5,10,15,18,7,4,2,3,0,0,SP1 (8),4,-4,0,-5
2017-01-07,Eibar,Ath Madrid,0,2,A,0,0,D,15,8,2,4,11,10,5,3,2,2,0,0,SP1 (8),2,-2,7,-2
2017-01-08,Villarreal,Barcelona,1,1,D,0,0,D,6,20,3,7,16,13,2,4,1,2,1,0,SP1 (8),2,0,-14,-4
2017-01-08,Ath Bilbao,Alaves,0,0,D,0,0,D,15,10,4,4,10,13,13,4,2,4,0,0,SP1 (8),0,0,5,0
2017-01-08,Betis,Leganes,2,0,H,0,0,D,16,9,3,3,10,20,4,2,2,6,0,0,SP1 (8),2,2,7,0
2017-01-08,Celta,Malaga,3,1,H,1,0,H,6,13,3,4,17,15,2,7,1,4,0,0,SP1 (8),4,2,-7,-1
2017-01-09,Osasuna,Valencia,3,3,D,1,2,A,22,7,4,3,19,13,7,3,2,5,0,0,SP1 (8),6,0,15,1
2017-01-14,Barcelona,Las Palmas,5,0,H,1,0,H,22,7,10,1,15,11,5,1,3,4,0,0,SP1 (8),5,5,15,9
2017-01-14,La Coruna,Villarreal,0,0,D,0,0,D,13,4,3,1,14,8,10,0,0,1,0,0,SP1 (8),0,0,9,2
2017-01-14,Leganes,Ath Bilbao,0,0,D,0,0,D,15,10,5,2,20,11,4,8,3,3,0,0,SP1 (8),0,0,5,3
2017-01-14,Ath Madrid,Betis,1,0,H,1,0,H,6,10,3,6,15,17,9,2,1,3,0,0,SP1 (8),1,1,-4,-3
2017-01-15,Celta,Alaves,1,0,H,0,0,D,13,9,4,1,19,10,7,4,4,3,0,1,SP1 (8),1,1,4,3
2017-01-15,Granada,Osasuna,1,1,D,0,1,A,8,13,4,3,13,23,3,5,2,4,2,0,SP1 (8),2,0,-5,1
2017-01-15,Sevilla,Real Madrid,2,1,H,0,0,D,9,10,4,3,13,10,6,1,3,1,0,0,SP1 (8),3,1,-1,1
2017-01-15,Sp Gijon,Eibar,2,3,A,1,3,A,10,18,4,7,13,16,2,4,4,0,0,0,SP1 (8),5,-1,-8,-3
2017-01-15,Valencia,Espanol,2,1,H,1,0,H,10,6,5,3,17,13,6,3,5,0,0,0,SP1 (8),3,1,4,2
2017-01-16,Malaga,Sociedad,0,2,A,0,0,D,5,11,1,5,22,12,8,8,0,2,0,0,SP1 (8),2,-2,-6,-4
2017-01-20,Las Palmas,La Coruna,1,1,D,1,0,H,9,7,3,1,13,8,4,5,0,1,1,0,SP1 (8),2,0,2,2
2017-01-21,Espanol,Granada,3,1,H,2,1,H,17,7,8,4,19,17,10,5,0,3,0,0,SP1 (8),4,2,10,4
2017-01-21,Real Madrid,Malaga,2,1,H,2,0,H,14,10,7,6,7,20,5,4,2,3,0,0,SP1 (8),3,1,4,1
2017-01-21,Villarreal,Valencia,0,2,A,0,2,A,20,13,5,5,14,17,7,2,2,2,0,0,SP1 (8),2,-2,7,0
2017-01-21,Alaves,Leganes,2,2,D,1,1,D,8,13,3,4,9,20,4,3,3,2,0,0,SP1 (8),4,0,-5,-1
2017-01-22,Ath Bilbao,Ath Madrid,2,2,D,1,1,D,8,11,5,5,12,9,2,6,2,3,0,0,SP1 (8),4,0,-3,0
2017-01-22,Betis,Sp Gijon,0,0,D,0,0,D,16,7,4,1,14,20,9,5,2,2,0,0,SP1 (8),0,0,9,3
2017-01-22,Eibar,Barcelona,0,4,A,0,1,A,14,14,6,7,12,4,8,5,3,1,0,0,SP1 (8),4,-4,0,-1
2017-01-22,Osasuna,Sevilla,3,4,A,1,1,D,14,13,7,9,14,8,3,6,5,3,0,0,SP1 (8),7,-1,1,-2
2017-01-22,Sociedad,Celta,1,0,H,0,0,D,17,11,6,5,13,12,4,3,2,2,0,0,SP1 (8),1,1,6,1
2017-01-27,Osasuna,Malaga,1,1,D,0,0,D,14,14,2,5,9,16,4,6,1,0,0,0,SP1 (8),2,0,0,-3
2017-01-28,Villarreal,Granada,2,0,H,1,0,H,18,7,6,0,11,18,7,4,3,2,0,0,SP1 (8),2,2,11,6
2017-01-28,Alaves,Ath Madrid,0,0,D,0,0,D,19,8,4,2,19,18,7,2,3,2,0,0,SP1 (8),0,0,11,2
2017-01-28,Eibar,La Coruna,3,1,H,2,1,H,12,20,6,7,14,7,9,10,0,2,0,0,SP1 (8),4,2,-8,-1
2017-01-28,Leganes,Celta,0,2,A,0,1,A,6,3,0,3,20,14,8,0,1,1,0,0,SP1 (8),2,-2,3,-3
2017-01-29,Ath Bilbao,Sp Gijon,2,1,H,0,1,A,11,5,6,3,11,22,5,0,4,3,0,0,SP1 (8),3,1,6,3
2017-01-29,Betis,Barcelona,1,1,D,0,0,D,17,10,7,4,17,12,8,2,2,3,0,0,SP1 (8),2,0,7,3
2017-01-29,Espanol,Sevilla,3,1,H,2,1,H,16,12,8,5,18,14,7,4,2,2,0,1,SP1 (8),4,2,4,3
2017-01-29,Real Madrid,Sociedad,3,0,H,1,0,H,7,9,4,3,16,11,0,3,2,1,0,1,SP1 (8),3,3,-2,1
2017-01-30,Las Palmas,Valencia,3,1,H,1,1,D,9,8,4,3,17,13,6,3,1,3,0,1,SP1 (8),4,2,1,1
2017-02-04,Ath Madrid,Leganes,2,0,H,1,0,H,12,15,4,2,10,15,3,6,1,1,0,0,SP1 (8),2,2,-3,2
2017-02-04,Barcelona,Ath Bilbao,3,0,H,2,0,H,16,10,6,5,11,18,7,3,1,3,0,0,SP1 (8),3,3,6,1
2017-02-04,Malaga,Espanol,0,1,A,0,1,A,19,4,5,3,9,18,17,2,1,4,0,0,SP1 (8),1,-1,15,2
2017-02-04,Valencia,Eibar,0,4,A,0,2,A,8,11,1,7,12,10,2,6,2,1,1,0,SP1 (8),4,-4,-3,-6
2017-02-05,Sevilla,Villarreal,0,0,D,0,0,D,14,11,4,4,14,16,9,0,2,2,0,0,SP1 (8),0,0,3,0
2017-02-05,Sociedad,Osasuna,3,2,H,0,1,A,13,11,6,5,6,22,3,2,2,2,0,0,SP1 (8),5,1,2,1
2017-02-05,Sp Gijon,Alaves,2,4,A,0,1,A,12,14,4,7,20,20,8,4,7,3,0,0,SP1 (8),6,-2,-2,-3
2017-02-06,Granada,Las Palmas,1,0,H,1,0,H,12,15,4,5,27,9,6,5,5,3,0,0,SP1 (8),1,1,-3,-1
2017-02-10,Espanol,Sociedad,1,2,A,1,1,D,7,15,2,5,15,14,5,6,3,2,0,0,SP1 (8),3,-1,-8,-3
2017-02-11,Osasuna,Real Madrid,1,3,A,1,1,D,11,12,8,6,10,8,3,2,3,2,0,0,SP1 (8),4,-2,-1,2
2017-02-11,Betis,Valencia,0,0,D,0,0,D,16,8,2,4,15,17,4,6,4,3,0,0,SP1 (8),0,0,8,-2
2017-02-11,Alaves,Barcelona,0,6,A,0,2,A,9,21,4,9,16,9,3,9,1,3,0,0,SP1 (8),6,-6,-12,-5
2017-02-11,Ath Bilbao,La Coruna,2,1,H,0,1,A,13,8,5,3,12,11,3,2,1,2,0,0,SP1 (8),3,1,5,2
2017-02-12,Ath Madrid,Celta,3,2,H,1,1,D,16,14,5,6,11,13,3,3,1,2,0,0,SP1 (8),5,1,2,-1
2017-02-12,Las Palmas,Sevilla,0,1,A,0,0,D,15,12,7,3,15,16,1,4,2,4,0,0,SP1 (8),1,-1,3,4
2017-02-12,Leganes,Sp Gijon,0,2,A,0,0,D,9,4,3,2,16,16,4,3,3,6,0,1,SP1 (8),2,-2,5,1
2017-02-12,Villarreal,Malaga,1,1,D,0,1,A,12,11,5,5,14,12,9,9,0,5,1,0,SP1 (8),2,0,1,0
2017-02-13,Eibar,Granada,4,0,H,2,0,H,25,13,9,3,11,14,7,8,2,2,0,0,SP1 (8),4,4,12,6
2017-02-17,Granada,Betis,4,1,H,3,0,H,10,6,8,2,18,9,4,7,4,1,1,1,SP1 (8),5,3,4,6
2017-02-18,Sp Gijon,Ath Madrid,1,4,A,0,0,D,15,11,2,6,12,10,12,3,1,1,0,0,SP1 (8),5,-3,4,-4
2017-02-18,Sevilla,Eibar,2,0,H,1,0,H,11,11,5,3,13,11,5,2,2,3,0,0,SP1 (8),2,2,0,2
2017-02-18,La Coruna,Alaves,0,1,A,0,0,D,16,6,4,4,13,13,10,6,5,3,0,0,SP1 (8),1,-1,10,0
2017-02-18,Real Madrid,Espanol,2,0,H,1,0,H,12,3,3,1,12,13,13,2,3,4,0,0,SP1 (8),2,2,9,2
2017-02-19,Barcelona,Leganes,2,1,H,1,0,H,13,11,6,6,8,18,4,4,1,3,0,0,SP1 (8),3,1,2,0
2017-02-19,Celta,Osasuna,3,0,H,1,0,H,11,8,4,3,14,18,3,5,1,0,0,0,SP1 (8),3,3,3,1
2017-02-19,Sociedad,Villarreal,0,1,A,0,0,D,16,7,0,3,8,19,7,4,2,4,0,0,SP1 (8),1,-1,9,-3
2017-02-19,Valencia,Ath Bilbao,2,0,H,2,0,H,15,15,5,5,17,11,3,1,0,1,0,0,SP1 (8),2,2,0,0
2017-02-20,Malaga,Las Palmas,2,1,H,2,1,H,13,13,6,4,23,14,2,6,3,3,1,0,SP1 (8),3,1,0,2
2017-02-22,Valencia,Real Madrid,2,1,H,2,1,H,8,22,5,5,12,18,3,11,5,2,0,0,SP1 (8),3,1,-14,0
2017-02-24,Las Palmas,Sociedad,0,1,A,0,0,D,18,9,7,2,14,19,6,1,2,2,0,0,SP1 (8),1,-1,9,5
2017-02-25,Leganes,La Coruna,4,0,H,2,0,H,7,11,5,3,18,13,2,7,2,5,0,1,SP1 (8),4,4,-4,2
2017-02-25,Betis,Sevilla,1,2,A,1,0,H,15,13,4,4,19,17,4,4,3,3,0,0,SP1 (8),3,-1,2,0
2017-02-25,Alaves,Valencia,2,1,H,0,0,D,13,5,5,2,13,16,2,1,4,2,0,1,SP1 (8),3,1,8,3
2017-02-25,Eibar,Malaga,3,0,H,1,0,H,8,4,4,2,11,18,2,2,2,4,0,1,SP1 (8),3,3,4,2
2017-02-26,Ath Bilbao,Granada,3,1,H,2,1,H,14,7,7,2,14,16,0,3,1,5,0,0,SP1 (8),4,2,7,5
2017-02-26,Ath Madrid,Barcelona,1,2,A,0,0,D,12,15,4,6,28,14,6,5,4,2,0,0,SP1 (8),3,-1,-3,-2
2017-02-26,Espanol,Osasuna,3,0,H,1,0,H,18,4,6,1,11,10,10,2,1,4,0,1,SP1 (8),3,3,14,5
2017-02-26,Sp Gijon,Celta,1,1,D,0,0,D,20,16,6,5,9,17,7,5,2,4,1,0,SP1 (8),2,0,4,1
2017-02-26,Villarreal,Real Madrid,2,3,A,0,0,D,11,25,4,6,15,6,5,5,4,1,0,0,SP1 (8),5,-1,-14,-2
2017-02-28,Malaga,Betis,1,2,A,1,0,H,15,11,4,5,8,16,7,5,3,5,0,0,SP1 (8),3,-1,4,-1
2017-02-28,Sociedad,Eibar,2,2,D,1,1,D,14,13,7,4,12,20,3,5,3,4,1,1,SP1 (8),4,0,1,3
2017-02-28,Valencia,Leganes,1,0,H,1,0,H,16,3,6,0,12,26,7,3,3,2,0,1,SP1 (8),1,1,13,6
2017-03-01,Real Madrid,Las Palmas,3,3,D,1,1,D,20,17,7,8,15,16,7,4,4,3,1,0,SP1 (8),6,0,3,-1
2017-03-01,Barcelona,Sp Gijon,6,1,H,3,1,H,25,5,9,2,14,12,10,3,1,3,0,0,SP1 (8),7,5,20,7
2017-03-01,Granada,Alaves,2,1,H,1,0,H,13,11,6,5,19,15,4,4,6,4,0,2,SP1 (8),3,1,2,1
2017-03-01,Osasuna,Villarreal,1,4,A,0,2,A,17,12,3,6,10,13,8,2,3,3,0,0,SP1 (8),5,-3,5,-3
2017-03-01,Celta,Espanol,2,2,D,2,2,D,8,8,4,2,16,8,1,3,2,2,1,0,SP1 (8),4,0,0,2
2017-03-02,La Coruna,Ath Madrid,1,1,D,1,0,H,13,10,2,4,14,10,7,2,2,1,0,0,SP1 (8),2,0,3,-2
2017-03-02,Sevilla,Ath Bilbao,1,0,H,1,0,H,14,14,4,4,16,10,6,9,6,2,0,0,SP1 (8),1,1,0,0
2017-03-03,Betis,Sociedad,2,3,A,1,2,A,12,9,5,6,18,15,7,6,4,2,0,0,SP1 (8),5,-1,3,-1
2017-03-04,Villarreal,Espanol,2,0,H,1,0,H,11,8,6,2,13,18,1,1,2,2,0,0,SP1 (8),2,2,3,4
2017-03-04,Eibar,Real Madrid,1,4,A,0,3,A,12,12,2,7,13,14,4,4,1,1,0,0,SP1 (8),5,-3,0,-5
2017-03-04,Barcelona,Celta,5,0,H,2,0,H,19,7,9,2,10,16,10,1,1,3,0,0,SP1 (8),5,5,12,7
2017-03-04,Leganes,Granada,1,0,H,0,0,D,16,1,4,1,17,19,7,4,3,2,0,0,SP1 (8),1,1,15,3
2017-03-05,Ath Bilbao,Malaga,1,0,H,0,0,D,15,8,3,2,13,18,8,2,3,5,0,0,SP1 (8),1,1,7,1
2017-03-05,Ath Madrid,Valencia,3,0,H,1,0,H,18,6,8,2,17,9,6,2,1,2,0,0,SP1 (8),3,3,12,6
2017-03-05,Las Palmas,Osasuna,5,2,H,1,2,A,16,10,8,4,7,21,5,1,4,4,0,0,SP1 (8),7,3,6,4
2017-03-05,Sp Gijon,La Coruna,0,1,A,0,1,A,9,7,2,3,11,13,6,4,4,5,0,0,SP1 (8),1,-1,2,-1
2017-03-06,Alaves,Sevilla,1,1,D,0,1,A,18,9,4,1,12,16,2,2,2,5,0,0,SP1 (8),2,0,9,3
2017-03-08,La Coruna,Betis,1,1,D,0,0,D,15,5,5,3,22,17,6,4,4,7,0,0,SP1 (8),2,0,10,2
2017-03-10,Espanol,Las Palmas,4,3,H,2,1,H,12,12,6,5,18,12,2,5,2,4,0,0,SP1 (8),7,1,0,1
2017-03-11,Sevilla,Leganes,1,1,D,1,1,D,12,12,4,4,20,20,4,1,2,3,0,0,SP1 (8),2,0,0,0
2017-03-11,Valencia,Sp Gijon,1,1,D,0,0,D,20,10,7,4,15,20,7,9,3,5,0,0,SP1 (8),2,0,10,3
2017-03-11,Granada,Ath Madrid,0,1,A,0,0,D,12,15,2,6,14,15,4,9,3,3,1,0,SP1 (8),1,-1,-3,-4
2017-03-11,Malaga,Alaves,1,2,A,0,1,A,15,4,9,2,17,13,5,3,2,1,0,1,SP1 (8),3,-1,11,7
2017-03-12,Celta,Villarreal,0,1,A,0,1,A,12,8,1,4,8,11,4,3,4,5,0,0,SP1 (8),1,-1,4,-3
2017-03-12,La Coruna,Barcelona,2,1,H,1,0,H,14,16,9,5,7,8,4,8,2,0,0,0,SP1 (8),3,1,-2,4
2017-03-12,Real Madrid,Betis,2,1,H,1,1,D,14,9,4,4,8,21,8,4,1,0,0,1,SP1 (8),3,1,5,0
2017-03-12,Sociedad,Ath Bilbao,0,2,A,0,1,A,16,9,4,5,15,22,8,3,3,6,0,0,SP1 (8),2,-2,7,-1
2017-03-13,Osasuna,Eibar,1,1,D,0,0,D,10,14,6,7,15,14,6,6,4,4,0,0,SP1 (8),2,0,-4,-1
2017-03-17,Las Palmas,Villarreal,1,0,H,1,0,H,19,8,10,3,14,14,8,5,2,2,0,1,SP1 (8),1,1,11,7
2017-03-18,Eibar,Espanol,1,1,D,1,0,H,16,4,4,1,12,13,6,2,2,4,0,0,SP1 (8),2,0,12,3
2017-03-18,Alaves,Sociedad,1,0,H,1,0,H,10,10,5,2,14,13,5,8,3,3,0,1,SP1 (8),1,1,0,3
2017-03-18,Ath Bilbao,Real Madrid,1,2,A,0,1,A,12,9,5,4,1,4,5,5,1,4,0,0,SP1 (8),3,-1,3,1
2017-03-18,Betis,Osasuna,2,0,H,2,0,H,9,13,5,5,12,15,5,0,0,3,0,0,SP1 (8),2,2,-4,0
2017-03-19,Ath Madrid,Sevilla,3,1,H,1,0,H,15,9,8,2,16,14,2,2,4,3,0,0,SP1 (8),4,2,6,6
2017-03-19,Barcelona,Valencia,4,2,H,2,2,D,28,6,12,5,4,12,6,3,3,4,0,1,SP1 (8),6,2,22,7
2017-03-19,La Coruna,Celta,0,1,A,0,0,D,9,9,2,2,21,12,3,1,4,4,0,0,SP1 (8),1,-1,0,0
2017-03-19,Leganes,Malaga,0,0,D,0,0,D,14,8,2,1,11,16,6,7,4,2,0,0,SP1 (8),0,0,6,1
2017-03-19,Sp Gijon,Granada,3,1,H,0,0,D,15,12,11,5,12,14,6,3,2,4,0,0,SP1 (8),4,2,3,6
2017-03-31,Espanol,Betis,2,1,H,0,0,D,8,10,5,3,16,14,4,4,3,2,0,0,SP1 (8),3,1,-2,2
2017-04-01,Villarreal,Eibar,2,3,A,1,0,H,15,14,7,4,9,10,11,5,4,3,0,0,SP1 (8),5,-1,1,3
2017-04-01,Sociedad,Leganes,1,1,D,0,1,A,14,6,5,3,10,16,7,0,2,3,0,0,SP1 (8),2,0,8,2
2017-04-01,Osasuna,Ath Bilbao,1,2,A,0,2,A,8,9,6,4,19,9,6,3,4,2,0,0,SP1 (8),3,-1,-1,2
2017-04-01,Malaga,Ath Madrid,0,2,A,0,1,A,21,7,5,6,9,11,6,0,2,2,0,0,SP1 (8),2,-2,14,-1
2017-04-02,Granada,Barcelona,1,4,A,0,1,A,7,26,5,13,15,10,1,9,1,3,1,0,SP1 (8),5,-3,-19,-8
2017-04-02,Real Madrid,Alaves,3,0,H,1,0,H,18,12,6,3,12,16,3,3,0,2,0,0,SP1 (8),3,3,6,3
2017-04-02,Sevilla,Sp Gijon,0,0,D,0,0,D,18,8,6,2,17,13,9,5,3,4,0,0,SP1 (8),0,0,10,4
2017-04-02,Valencia,La Coruna,3,0,H,2,0,H,14,13,8,5,17,13,3,6,3,1,0,0,SP1 (8),3,3,1,3
2017-04-03,Celta,Las Palmas,3,1,H,2,0,H,13,12,6,5,15,10,4,6,3,3,0,0,SP1 (8),4,2,1,1
2017-04-04,Ath Bilbao,Espanol,2,0,H,2,0,H,13,5,5,2,19,16,5,1,1,3,0,0,SP1 (8),2,2,8,3
2017-04-04,Ath Madrid,Sociedad,1,0,H,1,0,H,20,10,8,1,18,13,6,4,0,4,0,0,SP1 (8),1,1,10,7
2017-04-04,Betis,Villarreal,0,1,A,0,0,D,15,6,3,2,12,15,5,2,2,2,0,0,SP1 (8),1,-1,9,1
2017-04-05,Sp Gijon,Malaga,0,1,A,0,1,A,14,11,5,3,12,18,7,1,2,5,0,0,SP1 (8),1,-1,3,2
2017-04-05,La Coruna,Granada,0,0,D,0,0,D,12,10,3,2,14,10,6,3,1,4,0,0,SP1 (8),0,0,2,1
2017-04-05,Leganes,Real Madrid,2,4,A,2,3,A,14,18,3,8,14,16,4,4,2,1,0,0,SP1 (8),6,-2,-4,-5
2017-04-05,Alaves,Osasuna,0,1,A,0,0,D,15,7,3,6,20,12,5,1,5,1,0,0,SP1 (8),1,-1,8,-3
2017-04-05,Barcelona,Sevilla,3,0,H,3,0,H,15,7,7,3,16,13,4,4,4,2,0,1,SP1 (8),3,3,8,4
2017-04-06,Eibar,Las Palmas,3,1,H,2,0,H,11,8,6,6,14,12,9,2,2,5,0,0,SP1 (8),4,2,3,0
2017-04-06,Valencia,Celta,3,2,H,1,1,D,15,12,10,3,16,9,6,2,1,1,0,0,SP1 (8),5,1,3,7
2017-04-07,Villarreal,Ath Bilbao,3,1,H,1,1,D,10,11,5,5,16,16,4,5,6,3,1,0,SP1 (8),4,2,-1,0
2017-04-08,Espanol,Alaves,1,0,H,0,0,D,15,9,6,0,11,13,5,3,3,3,0,0,SP1 (8),1,1,6,6
2017-04-08,Malaga,Barcelona,2,0,H,1,0,H,8,11,4,3,26,20,2,3,4,3,0,1,SP1 (8),2,2,-3,1
2017-04-08,Real Madrid,Ath Madrid,1,1,D,0,0,D,20,10,6,4,12,13,6,2,2,3,0,0,SP1 (8),2,0,10,2
2017-04-08,Sevilla,La Coruna,4,2,H,3,2,H,19,9,13,4,19,15,4,2,3,3,0,0,SP1 (8),6,2,10,9
2017-04-09,Las Palmas,Betis,4,1,H,1,0,H,9,13,6,5,16,18,2,6,3,4,0,0,SP1 (8),5,3,-4,1
2017-04-09,Granada,Valencia,1,3,A,0,2,A,21,17,5,8,9,13,5,2,2,2,0,0,SP1 (8),4,-2,4,-3
2017-04-09,Osasuna,Leganes,2,1,H,1,1,D,11,17,6,2,14,14,4,8,3,4,0,0,SP1 (8),3,1,-6,4
2017-04-09,Celta,Eibar,0,2,A,0,1,A,12,11,3,6,10,16,0,3,1,3,0,0,SP1 (8),2,-2,1,-3
2017-04-10,Sociedad,Sp Gijon,3,1,H,2,0,H,20,10,7,3,20,19,7,4,1,5,0,0,SP1 (8),4,2,10,4
2017-04-14,Ath Bilbao,Las Palmas,5,1,H,3,1,H,18,8,7,2,22,10,14,5,1,2,0,0,SP1 (8),6,4,10,5
2017-04-15,Ath Madrid,Osasuna,3,0,H,1,0,H,19,3,8,0,11,14,5,2,1,5,0,0,SP1 (8),3,3,16,8
2017-04-15,Barcelona,Sociedad,3,2,H,3,2,H,16,14,9,7,15,17,5,4,3,2,0,0,SP1 (8),5,1,2,2
2017-04-15,La Coruna,Malaga,2,0,H,0,0,D,11,11,4,3,15,17,1,4,3,4,0,0,SP1 (8),2,2,0,1
2017-04-15,Sp Gijon,Real Madrid,2,3,A,1,1,D,4,18,2,6,17,12,4,8,5,1,0,0,SP1 (8),5,-1,-14,-4
2017-04-16,Betis,Eibar,2,0,H,1,0,H,6,10,4,3,15,19,4,6,4,4,0,0,SP1 (8),2,2,-4,1
2017-04-16,Granada,Celta,0,3,A,0,1,A,17,15,4,4,17,9,8,1,5,2,0,0,SP1 (8),3,-3,2,0
2017-04-16,Leganes,Espanol,0,1,A,0,0,D,15,7,5,2,20,14,5,1,1,1,0,0,SP1 (8),1,-1,8,3
2017-04-16,Valencia,Sevilla,0,0,D,0,0,D,14,10,3,2,19,20,4,2,3,2,0,0,SP1 (8),0,0,4,1
2017-04-17,Alaves,Villarreal,2,1,H,2,0,H,11,11,5,5,8,13,5,11,2,4,0,0,SP1 (8),3,1,0,0
2017-04-21,Sevilla,Granada,2,0,H,1,0,H,28,9,12,2,18,11,7,2,1,2,0,0,SP1 (8),2,2,19,10
2017-04-22,Villarreal,Leganes,2,1,H,0,0,D,11,8,5,4,9,19,3,8,1,3,0,0,SP1 (8),3,1,3,1
2017-04-22,Malaga,Valencia,2,0,H,2,0,H,10,13,4,2,16,13,7,6,3,3,0,0,SP1 (8),2,2,-3,2
2017-04-22,Osasuna,Sp Gijon,2,2,D,1,0,H,7,12,1,4,25,10,1,5,3,4,0,0,SP1 (8),4,0,-5,-3
2017-04-22,Espanol,Ath Madrid,0,1,A,0,0,D,10,13,2,3,13,10,5,3,3,2,0,0,SP1 (8),1,-1,-3,-1
2017-04-23,Celta,Betis,0,1,A,0,0,D,8,17,4,6,16,15,5,6,3,5,0,0,SP1 (8),1,-1,-9,-2
2017-04-23,Las Palmas,Alaves,1,1,D,1,0,H,14,12,3,5,16,14,3,9,4,1,1,0,SP1 (8),2,0,2,-2
2017-04-23,Real Madrid,Barcelona,2,3,A,1,1,D,22,16,14,9,13,8,7,4,2,2,1,0,SP1 (8),5,-1,6,5
2017-04-23,Sociedad,La Coruna,1,0,H,1,0,H,17,5,3,1,16,16,11,1,1,3,0,0,SP1 (8),1,1,12,2
2017-04-24,Eibar,Ath Bilbao,0,1,A,0,0,D,7,9,2,3,15,9,5,5,4,2,1,0,SP1 (8),1,-1,-2,-1
2017-04-25,Ath Madrid,Villarreal,0,1,A,0,0,D,23,6,9,2,15,16,5,1,2,6,0,0,SP1 (8),1,-1,17,7
2017-04-25,Granada,Malaga,0,2,A,0,0,D,3,17,1,6,22,13,2,4,5,0,0,0,SP1 (8),2,-2,-14,-5
2017-04-25,Sp Gijon,Espanol,1,1,D,1,0,H,16,14,6,5,9,11,7,2,1,2,0,0,SP1 (8),2,0,2,1
2017-04-26,Leganes,Las Palmas,3,0,H,0,0,D,16,7,5,0,14,17,6,3,1,0,0,0,SP1 (8),3,3,9,5
2017-04-26,Valencia,Sociedad,2,3,A,0,2,A,14,8,3,2,15,21,2,3,4,3,0,0,SP1 (8),5,-1,6,1
2017-04-26,Barcelona,Osasuna,7,1,H,2,0,H,19,3,9,2,3,7,10,1,0,0,0,0,SP1 (8),8,6,16,7
2017-04-26,La Coruna,Real Madrid,2,6,A,1,3,A,19,22,7,11,12,5,4,5,3,1,0,0,SP1 (8),8,-4,-3,-4
2017-04-27,Alaves,Eibar,0,0,D,0,0,D,14,6,4,4,13,14,3,2,4,2,0,1,SP1 (8),0,0,8,0
2017-04-27,Ath Bilbao,Betis,2,1,H,0,0,D,18,9,9,3,10,17,11,1,1,3,0,0,SP1 (8),3,1,9,6
2017-04-27,Sevilla,Celta,2,1,H,0,0,D,16,10,5,1,20,18,5,1,1,2,0,1,SP1 (8),3,1,6,4
2017-04-28,Villarreal,Sp Gijon,3,1,H,1,0,H,18,14,6,7,9,10,4,7,2,1,0,0,SP1 (8),4,2,4,-1
2017-04-29,Real Madrid,Valencia,2,1,H,1,0,H,20,9,5,2,13,10,2,3,3,4,0,0,SP1 (8),3,1,11,3
2017-04-29,Espanol,Barcelona,0,3,A,0,0,D,6,15,3,9,19,18,4,5,3,0,0,0,SP1 (8),3,-3,-9,-6
2017-04-29,Las Palmas,Ath Madrid,0,5,A,0,3,A,15,8,3,7,6,13,7,1,4,4,1,0,SP1 (8),5,-5,7,-4
2017-04-29,Sociedad,Granada,2,1,H,1,0,H,13,5,5,3,14,16,7,1,0,3,0,0,SP1 (8),3,1,8,2
2017-04-30,Betis,Alaves,1,4,A,1,0,H,11,9,3,5,14,16,4,0,1,5,0,0,SP1 (8),5,-3,2,-2
2017-04-30,Eibar,Leganes,2,0,H,0,0,D,9,12,5,1,12,9,2,11,1,1,0,0,SP1 (8),2,2,-3,4
2017-04-30,Celta,Ath Bilbao,0,3,A,0,1,A,5,22,0,12,8,11,0,11,1,1,0,0,SP1 (8),3,-3,-17,-12
2017-04-30,Osasuna,La Coruna,2,2,D,1,1,D,16,15,5,5,9,11,7,7,2,3,0,0,SP1 (8),4,0,1,0
2017-05-01,Malaga,Sevilla,4,2,H,1,1,D,11,9,5,4,14,18,1,3,3,5,0,0,SP1 (8),6,2,2,1
2017-05-05,Sevilla,Sociedad,1,1,D,1,0,H,11,9,3,3,20,10,10,3,4,3,0,1,SP1 (8),2,0,2,0
2017-05-06,Ath Madrid,Eibar,1,0,H,0,0,D,14,7,5,3,6,10,6,5,3,3,1,0,SP1 (8),1,1,7,2
2017-05-06,Barcelona,Villarreal,4,1,H,2,1,H,20,8,8,4,10,13,4,3,2,4,0,0,SP1 (8),5,3,12,4
2017-05-06,Granada,Real Madrid,0,4,A,0,4,A,13,16,3,8,14,8,6,3,1,0,0,0,SP1 (8),4,-4,-3,-5
2017-05-06,Sp Gijon,Las Palmas,1,0,H,0,0,D,16,8,3,2,19,15,5,4,4,3,0,0,SP1 (8),1,1,8,1
2017-05-07,Alaves,Ath Bilbao,1,0,H,0,0,D,9,20,3,6,14,11,3,10,1,4,0,0,SP1 (8),1,1,-11,-3
2017-05-07,La Coruna,Espanol,1,2,A,0,2,A,21,9,5,3,10,14,12,4,1,2,0,0,SP1 (8),3,-1,12,2
2017-05-07,Malaga,Celta,3,0,H,1,0,H,14,5,8,2,13,18,2,1,2,4,0,0,SP1 (8),3,3,9,6
